<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.05.22	15:00:00	1.24619	1.24639	1.24579	1.24587	1128	0	19
2023.05.22	15:15:00	1.24588	1.24631	1.24558	1.24628	1015	0	19
2023.05.22	15:30:00	1.24627	1.24699	1.24568	1.24613	1343	0	19
2023.05.22	15:45:00	1.24614	1.24644	1.24528	1.24591	1271	0	19
2023.05.22	16:00:00	1.24590	1.24592	1.24451	1.24469	1016	0	19
2023.05.22	16:15:00	1.24468	1.24473	1.24347	1.24411	1010	0	19
2023.05.22	16:30:00	1.24412	1.24538	1.24412	1.24469	999	0	19
2023.05.22	16:45:00	1.24470	1.24488	1.24302	1.24344	1072	0	19
2023.05.22	17:00:00	1.24343	1.24409	1.24218	1.24260	1919	0	19
2023.05.22	17:15:00	1.24261	1.24308	1.24230	1.24293	1444	0	19
2023.05.22	17:30:00	1.24296	1.24342	1.24255	1.24292	1395	0	19
2023.05.22	17:45:00	1.24291	1.24293	1.24143	1.24180	1234	0	19
2023.05.22	18:00:00	1.24181	1.24260	1.24150	1.24150	1158	0	19
2023.05.22	18:15:00	1.24152	1.24214	1.24133	1.24213	834	0	19
2023.05.22	18:30:00	1.24214	1.24252	1.24173	1.24184	636	0	19
2023.05.22	18:45:00	1.24183	1.24283	1.24164	1.24213	830	0	19
2023.05.22	19:00:00	1.24214	1.24268	1.24188	1.24220	738	0	19
2023.05.22	19:15:00	1.24218	1.24283	1.24206	1.24253	771	0	19
2023.05.22	19:30:00	1.24252	1.24260	1.24203	1.24241	622	0	19
2023.05.22	19:45:00	1.24237	1.24259	1.24192	1.24196	491	0	19
2023.05.22	20:00:00	1.24194	1.24291	1.24193	1.24286	506	0	19
2023.05.22	20:15:00	1.24285	1.24292	1.24221	1.24263	748	0	19
2023.05.22	20:30:00	1.24264	1.24295	1.24259	1.24278	521	0	19
2023.05.22	20:45:00	1.24279	1.24403	1.24271	1.24389	630	0	19
2023.05.22	21:00:00	1.24387	1.24428	1.24375	1.24380	582	0	19
2023.05.22	21:15:00	1.24379	1.24389	1.24350	1.24383	446	0	19
2023.05.22	21:30:00	1.24384	1.24385	1.24351	1.24366	322	0	19
2023.05.22	21:45:00	1.24365	1.24422	1.24341	1.24422	461	0	19
2023.05.22	22:00:00	1.24421	1.24429	1.24357	1.24368	529	0	19
2023.05.22	22:15:00	1.24367	1.24381	1.24350	1.24378	310	0	19
2023.05.22	22:30:00	1.24377	1.24390	1.24351	1.24359	348	0	19
2023.05.22	22:45:00	1.24352	1.24369	1.24295	1.24312	528	0	19
2023.05.22	23:00:00	1.24309	1.24354	1.24300	1.24352	274	0	19
2023.05.22	23:15:00	1.24352	1.24360	1.24337	1.24345	196	0	19
2023.05.22	23:30:00	1.24343	1.24370	1.24341	1.24364	155	0	19
2023.05.22	23:45:00	1.24363	1.24375	1.24349	1.24349	255	0	19
2023.05.23	00:00:00	1.24317	1.24358	1.24302	1.24309	38	0	60
2023.05.23	00:15:00	1.24309	1.24360	1.24309	1.24360	17	0	35
2023.05.23	00:30:00	1.24360	1.24360	1.24322	1.24328	25	0	47
2023.05.23	00:45:00	1.24325	1.24332	1.24301	1.24313	42	0	47
2023.05.23	01:00:00	1.24311	1.24362	1.24311	1.24355	197	0	19
2023.05.23	01:15:00	1.24358	1.24370	1.24344	1.24349	1033	0	19
2023.05.23	01:30:00	1.24349	1.24364	1.24348	1.24354	578	0	19
2023.05.23	01:45:00	1.24356	1.24366	1.24340	1.24356	520	0	20
2023.05.23	02:00:00	1.24355	1.24363	1.24339	1.24341	542	0	19
2023.05.23	02:15:00	1.24341	1.24343	1.24322	1.24330	391	0	19
2023.05.23	02:30:00	1.24331	1.24338	1.24301	1.24334	268	0	19
2023.05.23	02:45:00	1.24334	1.24345	1.24324	1.24330	279	0	19
2023.05.23	03:00:00	1.24331	1.24451	1.24331	1.24399	752	0	19
2023.05.23	03:15:00	1.24399	1.24458	1.24399	1.24430	564	0	19
2023.05.23	03:30:00	1.24430	1.24443	1.24412	1.24419	608	0	19
2023.05.23	03:45:00	1.24419	1.24436	1.24381	1.24385	591	0	19
2023.05.23	04:00:00	1.24382	1.24384	1.24330	1.24351	760	0	19
2023.05.23	04:15:00	1.24353	1.24387	1.24320	1.24350	714	0	19
2023.05.23	04:30:00	1.24355	1.24374	1.24323	1.24331	885	0	19
2023.05.23	04:45:00	1.24328	1.24348	1.24281	1.24282	742	0	19
2023.05.23	05:00:00	1.24281	1.24303	1.24249	1.24290	703	0	19
2023.05.23	05:15:00	1.24291	1.24322	1.24268	1.24301	542	0	19
2023.05.23	05:30:00	1.24299	1.24307	1.24281	1.24298	477	0	19
2023.05.23	05:45:00	1.24298	1.24361	1.24290	1.24353	536	0	19
2023.05.23	06:00:00	1.24352	1.24352	1.24290	1.24292	504	0	19
2023.05.23	06:15:00	1.24291	1.24305	1.24278	1.24283	528	0	19
2023.05.23	06:30:00	1.24280	1.24340	1.24270	1.24333	587	0	19
2023.05.23	06:45:00	1.24334	1.24357	1.24312	1.24350	522	0	19
2023.05.23	07:00:00	1.24350	1.24356	1.24328	1.24333	464	0	19
2023.05.23	07:15:00	1.24335	1.24346	1.24312	1.24322	364	0	19
2023.05.23	07:30:00	1.24321	1.24357	1.24316	1.24340	389	0	19
2023.05.23	07:45:00	1.24341	1.24354	1.24321	1.24352	462	0	19
2023.05.23	08:00:00	1.24352	1.24364	1.24319	1.24322	459	0	19
2023.05.23	08:15:00	1.24322	1.24332	1.24280	1.24282	360	0	19
2023.05.23	08:30:00	1.24281	1.24281	1.24202	1.24212	780	0	19
2023.05.23	08:45:00	1.24212	1.24289	1.24210	1.24289	666	0	19
2023.05.23	09:00:00	1.24289	1.24325	1.24218	1.24312	746	0	19
2023.05.23	09:15:00	1.24310	1.24340	1.24248	1.24259	786	0	19
2023.05.23	09:30:00	1.24260	1.24305	1.24232	1.24299	689	0	19
2023.05.23	09:45:00	1.24297	1.24337	1.24239	1.24333	880	0	19
2023.05.23	10:00:00	1.24332	1.24332	1.24067	1.24082	1177	0	19
2023.05.23	10:15:00	1.24077	1.24128	1.24023	1.24054	1058	0	19
2023.05.23	10:30:00	1.24036	1.24189	1.24000	1.24127	1187	0	19
2023.05.23	10:45:00	1.24126	1.24137	1.24035	1.24081	994	0	19
2023.05.23	11:00:00	1.24081	1.24081	1.23891	1.23975	1309	0	19
2023.05.23	11:15:00	1.23974	1.24056	1.23946	1.24028	910	0	19
2023.05.23	11:30:00	1.23996	1.24035	1.23841	1.23975	1042	0	19
2023.05.23	11:45:00	1.23972	1.24103	1.23962	1.24084	820	0	19
2023.05.23	12:00:00	1.24084	1.24125	1.24001	1.24008	565	0	19
2023.05.23	12:15:00	1.24011	1.24015	1.23853	1.23911	822	0	19
2023.05.23	12:30:00	1.23911	1.23941	1.23822	1.23843	850	0	19
2023.05.23	12:45:00	1.23840	1.23875	1.23817	1.23845	733	0	19
2023.05.23	13:00:00	1.23845	1.23845	1.23756	1.23785	954	0	19
2023.05.23	13:15:00	1.23784	1.23809	1.23721	1.23786	908	0	19
2023.05.23	13:30:00	1.23785	1.23856	1.23769	1.23823	818	0	19
2023.05.23	13:45:00	1.23823	1.23888	1.23823	1.23842	698	0	19
2023.05.23	14:00:00	1.23842	1.23847	1.23783	1.23786	724	0	19
2023.05.23	14:15:00	1.23783	1.23890	1.23756	1.23863	684	0	19
2023.05.23	14:30:00	1.23864	1.23899	1.23847	1.23874	460	0	19
2023.05.23	14:45:00	1.23873	1.23904	1.23802	1.23826	716	0	19
2023.05.23	15:00:00	1.23831	1.23908	1.23828	1.23877	882	0	19
2023.05.23	15:15:00	1.23881	1.23913	1.23843	1.23904	763	0	19
2023.05.23	15:30:00	1.23905	1.23908	1.23757	1.23902	1112	0	19
2023.05.23	15:45:00	1.23905	1.23917	1.23781	1.23783	1100	0	19
2023.05.23	16:00:00	1.23786	1.23900	1.23762	1.23875	971	0	19
2023.05.23	16:15:00	1.23875	1.24049	1.23869	1.24004	955	0	19
2023.05.23	16:30:00	1.24003	1.24091	1.23962	1.24048	1239	0	19
2023.05.23	16:45:00	1.23970	1.24214	1.23914	1.24161	1878	0	19
2023.05.23	17:00:00	1.24180	1.24327	1.24141	1.24252	1865	0	19
2023.05.23	17:15:00	1.24253	1.24332	1.24224	1.24250	1687	0	19
2023.05.23	17:30:00	1.24248	1.24308	1.24228	1.24241	1375	0	19
2023.05.23	17:45:00	1.24240	1.24270	1.24178	1.24196	1089	0	19
2023.05.23	18:00:00	1.24197	1.24280	1.24181	1.24219	1042	0	19
2023.05.23	18:15:00	1.24221	1.24242	1.24149	1.24204	703	0	19
2023.05.23	18:30:00	1.24203	1.24234	1.24154	1.24233	861	0	19
2023.05.23	18:45:00	1.24232	1.24279	1.24194	1.24199	742	0	19
2023.05.23	19:00:00	1.24196	1.24201	1.24075	1.24078	729	0	19
2023.05.23	19:15:00	1.24077	1.24134	1.24061	1.24094	700	0	19
2023.05.23	19:30:00	1.24093	1.24138	1.24087	1.24123	911	0	19
2023.05.23	19:45:00	1.24124	1.24156	1.24110	1.24145	691	0	19
2023.05.23	20:00:00	1.24146	1.24207	1.24119	1.24196	747	0	19
2023.05.23	20:15:00	1.24194	1.24224	1.24176	1.24187	607	0	19
2023.05.23	20:30:00	1.24188	1.24234	1.24164	1.24222	758	0	19
2023.05.23	20:45:00	1.24223	1.24225	1.24184	1.24192	536	0	19
2023.05.23	21:00:00	1.24193	1.24208	1.24171	1.24203	769	0	19
2023.05.23	21:15:00	1.24202	1.24207	1.24134	1.24155	624	0	19
2023.05.23	21:30:00	1.24153	1.24196	1.24111	1.24154	453	0	19
2023.05.23	21:45:00	1.24153	1.24189	1.24128	1.24173	477	0	19
2023.05.23	22:00:00	1.24173	1.24176	1.24111	1.24135	371	0	19
2023.05.23	22:15:00	1.24132	1.24142	1.24101	1.24105	321	0	19
2023.05.23	22:30:00	1.24103	1.24113	1.24092	1.24097	318	0	19
2023.05.23	22:45:00	1.24101	1.24106	1.24082	1.24087	558	0	19
2023.05.23	23:00:00	1.24087	1.24132	1.24083	1.24130	230	0	19
2023.05.23	23:15:00	1.24129	1.24143	1.24127	1.24135	129	0	19
2023.05.23	23:30:00	1.24136	1.24143	1.24114	1.24133	115	0	19
2023.05.23	23:45:00	1.24134	1.24152	1.24113	1.24113	233	0	19
2023.05.24	00:00:00	1.24083	1.24136	1.24067	1.24136	22	0	68
2023.05.24	00:15:00	1.24136	1.24139	1.24102	1.24136	41	0	43
2023.05.24	00:30:00	1.24136	1.24142	1.24136	1.24136	14	0	60
2023.05.24	00:45:00	1.24149	1.24149	1.24130	1.24136	29	0	52
2023.05.24	01:00:00	1.24133	1.24175	1.24132	1.24175	150	0	21
2023.05.24	01:15:00	1.24176	1.24185	1.24165	1.24177	543	0	20
2023.05.24	01:30:00	1.24182	1.24183	1.24165	1.24169	212	0	20
2023.05.24	01:45:00	1.24169	1.24176	1.24165	1.24170	165	0	20
2023.05.24	02:00:00	1.24170	1.24200	1.24168	1.24189	200	0	19
2023.05.24	02:15:00	1.24189	1.24196	1.24165	1.24165	136	0	19
2023.05.24	02:30:00	1.24165	1.24165	1.24143	1.24148	140	0	19
2023.05.24	02:45:00	1.24147	1.24164	1.24147	1.24156	112	0	19
2023.05.24	03:00:00	1.24157	1.24179	1.24139	1.24173	499	0	19
2023.05.24	03:15:00	1.24173	1.24274	1.24173	1.24264	353	0	19
2023.05.24	03:30:00	1.24265	1.24284	1.24223	1.24243	339	0	19
2023.05.24	03:45:00	1.24244	1.24265	1.24221	1.24245	260	0	19
2023.05.24	04:00:00	1.24244	1.24269	1.24217	1.24244	491	0	19
2023.05.24	04:15:00	1.24243	1.24255	1.24178	1.24209	472	0	19
2023.05.24	04:30:00	1.24210	1.24245	1.24189	1.24227	563	0	19
2023.05.24	04:45:00	1.24227	1.24258	1.24207	1.24235	448	0	19
2023.05.24	05:00:00	1.24235	1.24235	1.24145	1.24200	851	0	19
2023.05.24	05:15:00	1.24200	1.24247	1.24185	1.24243	450	0	19
2023.05.24	05:30:00	1.24244	1.24246	1.24177	1.24218	384	0	19
2023.05.24	05:45:00	1.24217	1.24220	1.24184	1.24186	296	0	19
2023.05.24	06:00:00	1.24186	1.24271	1.24164	1.24269	350	0	19
2023.05.24	06:15:00	1.24269	1.24273	1.24235	1.24256	406	0	19
2023.05.24	06:30:00	1.24258	1.24276	1.24246	1.24246	247	0	19
2023.05.24	06:45:00	1.24246	1.24262	1.24244	1.24257	218	0	19
2023.05.24	07:00:00	1.24257	1.24261	1.24225	1.24237	216	0	19
2023.05.24	07:15:00	1.24239	1.24287	1.24237	1.24285	249	0	19
2023.05.24	07:30:00	1.24286	1.24342	1.24275	1.24342	338	0	19
2023.05.24	07:45:00	1.24343	1.24362	1.24329	1.24338	213	0	19
2023.05.24	08:00:00	1.24340	1.24374	1.24329	1.24373	473	0	19
2023.05.24	08:15:00	1.24375	1.24377	1.24317	1.24326	317	0	19
2023.05.24	08:30:00	1.24325	1.24349	1.24305	1.24335	467	0	19
2023.05.24	08:45:00	1.24334	1.24383	1.24333	1.24351	583	0	19
2023.05.24	09:00:00	1.24340	1.24664	1.24332	1.24463	1643	0	19
2023.05.24	09:15:00	1.24464	1.24490	1.24383	1.24455	1004	0	19
2023.05.24	09:30:00	1.24454	1.24688	1.24443	1.24613	1320	0	19
2023.05.24	09:45:00	1.24607	1.24634	1.24440	1.24484	1110	0	19
2023.05.24	10:00:00	1.24481	1.24481	1.24351	1.24384	1231	0	19
2023.05.24	10:15:00	1.24384	1.24385	1.24124	1.24216	1364	0	19
2023.05.24	10:30:00	1.24216	1.24327	1.24166	1.24206	1470	0	19
2023.05.24	10:45:00	1.24208	1.24213	1.24019	1.24089	1313	0	19
2023.05.24	11:00:00	1.24093	1.24279	1.24045	1.24204	1509	0	19
2023.05.24	11:15:00	1.24202	1.24300	1.24157	1.24223	1120	0	19
2023.05.24	11:30:00	1.24222	1.24293	1.24193	1.24242	1058	0	19
2023.05.24	11:45:00	1.24241	1.24286	1.24186	1.24217	971	0	19
2023.05.24	12:00:00	1.24215	1.24273	1.24093	1.24124	812	0	19
2023.05.24	12:15:00	1.24124	1.24125	1.24021	1.24065	923	0	19
2023.05.24	12:30:00	1.24064	1.24133	1.23891	1.23933	827	0	19
2023.05.24	12:45:00	1.23932	1.23986	1.23817	1.23849	897	0	19
2023.05.24	13:00:00	1.23853	1.23870	1.23704	1.23737	1295	0	19
2023.05.24	13:15:00	1.23735	1.23800	1.23683	1.23749	1296	0	19
2023.05.24	13:30:00	1.23746	1.23771	1.23633	1.23754	960	0	19
2023.05.24	13:45:00	1.23753	1.23808	1.23636	1.23746	1115	0	19
2023.05.24	14:00:00	1.23745	1.23889	1.23738	1.23865	1039	0	19
2023.05.24	14:15:00	1.23863	1.23913	1.23823	1.23849	919	0	19
2023.05.24	14:30:00	1.23848	1.23919	1.23826	1.23887	866	0	19
2023.05.24	14:45:00	1.23886	1.23976	1.23856	1.23976	767	0	19
2023.05.24	15:00:00	1.23978	1.24054	1.23931	1.23991	1268	0	19
2023.05.24	15:15:00	1.23989	1.24126	1.23946	1.23973	1447	0	19
2023.05.24	15:30:00	1.23970	1.24052	1.23893	1.24043	1047	0	19
2023.05.24	15:45:00	1.24041	1.24095	1.23988	1.24016	1118	0	19
2023.05.24	16:00:00	1.24025	1.24141	1.23951	1.24062	1094	0	19
2023.05.24	16:15:00	1.24061	1.24084	1.24003	1.24055	989	0	19
2023.05.24	16:30:00	1.24056	1.24080	1.23842	1.23891	1418	0	19
2023.05.24	16:45:00	1.23890	1.23962	1.23776	1.23786	1540	0	19
2023.05.24	17:00:00	1.23782	1.23873	1.23643	1.23702	1636	0	19
2023.05.24	17:15:00	1.23701	1.23728	1.23592	1.23632	1512	0	19
2023.05.24	17:30:00	1.23630	1.23765	1.23627	1.23715	1198	0	19
2023.05.24	17:45:00	1.23720	1.23779	1.23615	1.23665	1141	0	19
2023.05.24	18:00:00	1.23664	1.23688	1.23570	1.23577	1279	0	19
2023.05.24	18:15:00	1.23580	1.23742	1.23572	1.23708	1433	0	19
2023.05.24	18:30:00	1.23709	1.23709	1.23630	1.23645	971	0	19
2023.05.24	18:45:00	1.23646	1.23686	1.23624	1.23642	1218	0	19
2023.05.24	19:00:00	1.23644	1.23736	1.23573	1.23602	1272	0	19
2023.05.24	19:15:00	1.23601	1.23638	1.23582	1.23600	1182	0	19
2023.05.24	19:30:00	1.23603	1.23727	1.23595	1.23717	839	0	19
2023.05.24	19:45:00	1.23719	1.23768	1.23674	1.23705	836	0	19
2023.05.24	20:00:00	1.23706	1.23706	1.23625	1.23634	825	0	19
2023.05.24	20:15:00	1.23636	1.23745	1.23635	1.23718	841	0	19
2023.05.24	20:30:00	1.23716	1.23764	1.23694	1.23701	536	0	19
2023.05.24	20:45:00	1.23702	1.23714	1.23670	1.23678	544	0	19
2023.05.24	21:00:00	1.23675	1.23728	1.23610	1.23703	1152	0	19
2023.05.24	21:15:00	1.23703	1.23761	1.23668	1.23706	999	0	19
2023.05.24	21:30:00	1.23707	1.23765	1.23695	1.23761	740	0	19
2023.05.24	21:45:00	1.23759	1.23762	1.23571	1.23595	692	0	19
2023.05.24	22:00:00	1.23595	1.23639	1.23582	1.23622	925	0	19
2023.05.24	22:15:00	1.23622	1.23674	1.23612	1.23640	851	0	19
2023.05.24	22:30:00	1.23639	1.23672	1.23624	1.23627	632	0	19
2023.05.24	22:45:00	1.23629	1.23640	1.23593	1.23595	604	0	19
2023.05.24	23:00:00	1.23598	1.23649	1.23594	1.23649	346	0	19
2023.05.24	23:15:00	1.23648	1.23662	1.23622	1.23622	249	0	19
2023.05.24	23:30:00	1.23622	1.23642	1.23622	1.23640	307	0	19
2023.05.24	23:45:00	1.23640	1.23655	1.23615	1.23615	247	0	19
2023.05.25	00:00:00	1.23583	1.23608	1.23555	1.23602	36	0	70
2023.05.25	00:15:00	1.23602	1.23640	1.23589	1.23640	34	0	44
2023.05.25	00:30:00	1.23640	1.23640	1.23594	1.23635	29	0	39
2023.05.25	00:45:00	1.23635	1.23651	1.23616	1.23651	39	0	33
2023.05.25	01:00:00	1.23649	1.23649	1.23598	1.23612	142	0	24
2023.05.25	01:15:00	1.23613	1.23623	1.23575	1.23613	474	0	19
2023.05.25	01:30:00	1.23612	1.23673	1.23593	1.23634	806	0	19
2023.05.25	01:45:00	1.23633	1.23682	1.23633	1.23670	498	0	19
2023.05.25	02:00:00	1.23668	1.23691	1.23656	1.23672	319	0	19
2023.05.25	02:15:00	1.23672	1.23681	1.23648	1.23653	127	0	19
2023.05.25	02:30:00	1.23652	1.23683	1.23646	1.23683	315	0	19
2023.05.25	02:45:00	1.23682	1.23702	1.23682	1.23688	232	0	19
2023.05.25	03:00:00	1.23692	1.23692	1.23602	1.23641	648	0	19
2023.05.25	03:15:00	1.23640	1.23645	1.23597	1.23599	494	0	19
2023.05.25	03:30:00	1.23600	1.23613	1.23577	1.23581	365	0	19
2023.05.25	03:45:00	1.23581	1.23632	1.23541	1.23632	529	0	19
2023.05.25	04:00:00	1.23624	1.23664	1.23550	1.23555	705	0	19
2023.05.25	04:15:00	1.23556	1.23566	1.23473	1.23496	861	0	19
2023.05.25	04:30:00	1.23497	1.23528	1.23446	1.23452	715	0	19
2023.05.25	04:45:00	1.23451	1.23501	1.23430	1.23460	578	0	19
2023.05.25	05:00:00	1.23460	1.23480	1.23428	1.23464	798	0	19
2023.05.25	05:15:00	1.23466	1.23473	1.23413	1.23440	447	0	19
2023.05.25	05:30:00	1.23439	1.23507	1.23432	1.23481	573	0	19
2023.05.25	05:45:00	1.23482	1.23498	1.23471	1.23473	254	0	19
2023.05.25	06:00:00	1.23472	1.23481	1.23413	1.23423	564	0	19
2023.05.25	06:15:00	1.23422	1.23444	1.23312	1.23332	542	0	19
2023.05.25	06:30:00	1.23332	1.23386	1.23315	1.23380	381	0	19
2023.05.25	06:45:00	1.23381	1.23413	1.23379	1.23391	315	0	19
2023.05.25	07:00:00	1.23390	1.23407	1.23381	1.23392	298	0	19
2023.05.25	07:15:00	1.23392	1.23423	1.23392	1.23412	120	0	19
2023.05.25	07:30:00	1.23412	1.23421	1.23383	1.23403	190	0	19
2023.05.25	07:45:00	1.23406	1.23411	1.23380	1.23403	368	0	19
2023.05.25	08:00:00	1.23400	1.23442	1.23390	1.23399	515	0	19
2023.05.25	08:15:00	1.23398	1.23419	1.23376	1.23396	413	0	19
2023.05.25	08:30:00	1.23399	1.23419	1.23379	1.23416	314	0	19
2023.05.25	08:45:00	1.23418	1.23465	1.23405	1.23456	581	0	19
2023.05.25	09:00:00	1.23459	1.23485	1.23410	1.23418	850	0	19
2023.05.25	09:15:00	1.23420	1.23558	1.23420	1.23505	666	0	19
2023.05.25	09:30:00	1.23508	1.23601	1.23508	1.23590	645	0	19
2023.05.25	09:45:00	1.23591	1.23657	1.23511	1.23544	761	0	19
2023.05.25	10:00:00	1.23543	1.23551	1.23360	1.23362	1154	0	19
2023.05.25	10:15:00	1.23360	1.23461	1.23324	1.23458	1044	0	19
2023.05.25	10:30:00	1.23459	1.23520	1.23423	1.23472	935	0	19
2023.05.25	10:45:00	1.23472	1.23535	1.23423	1.23531	847	0	19
2023.05.25	11:00:00	1.23532	1.23640	1.23521	1.23639	892	0	19
2023.05.25	11:15:00	1.23636	1.23673	1.23590	1.23634	872	0	19
2023.05.25	11:30:00	1.23633	1.23793	1.23589	1.23757	779	0	19
2023.05.25	11:45:00	1.23751	1.23763	1.23651	1.23669	932	0	19
2023.05.25	12:00:00	1.23668	1.23748	1.23654	1.23748	866	0	19
2023.05.25	12:15:00	1.23748	1.23778	1.23689	1.23756	730	0	19
2023.05.25	12:30:00	1.23756	1.23861	1.23739	1.23750	823	0	19
2023.05.25	12:45:00	1.23748	1.23819	1.23737	1.23772	765	0	19
2023.05.25	13:00:00	1.23773	1.23786	1.23696	1.23703	624	0	19
2023.05.25	13:15:00	1.23705	1.23762	1.23679	1.23712	598	0	19
2023.05.25	13:30:00	1.23712	1.23712	1.23596	1.23619	526	0	19
2023.05.25	13:45:00	1.23618	1.23618	1.23547	1.23559	623	0	19
2023.05.25	14:00:00	1.23560	1.23635	1.23559	1.23609	627	0	19
2023.05.25	14:15:00	1.23611	1.23700	1.23608	1.23660	644	0	19
2023.05.25	14:30:00	1.23661	1.23692	1.23580	1.23587	698	0	19
2023.05.25	14:45:00	1.23587	1.23651	1.23539	1.23624	882	0	19
2023.05.25	15:00:00	1.23623	1.23758	1.23609	1.23735	1151	0	19
2023.05.25	15:15:00	1.23737	1.23752	1.23644	1.23675	1203	0	19
2023.05.25	15:30:00	1.23675	1.23703	1.23426	1.23469	2178	0	19
2023.05.25	15:45:00	1.23467	1.23492	1.23378	1.23400	1915	0	19
2023.05.25	16:00:00	1.23399	1.23547	1.23352	1.23471	1485	0	19
2023.05.25	16:15:00	1.23471	1.23605	1.23469	1.23534	1122	0	19
2023.05.25	16:30:00	1.23541	1.23544	1.23283	1.23292	1119	0	19
2023.05.25	16:45:00	1.23292	1.23407	1.23265	1.23281	1394	0	19
2023.05.25	17:00:00	1.23283	1.23489	1.23274	1.23402	1559	0	19
2023.05.25	17:15:00	1.23398	1.23453	1.23370	1.23382	1290	0	19
2023.05.25	17:30:00	1.23382	1.23526	1.23348	1.23509	1305	0	19
2023.05.25	17:45:00	1.23509	1.23524	1.23309	1.23335	1332	0	19
2023.05.25	18:00:00	1.23339	1.23444	1.23304	1.23414	1269	0	19
2023.05.25	18:15:00	1.23410	1.23434	1.23253	1.23253	1168	0	19
2023.05.25	18:30:00	1.23253	1.23289	1.23189	1.23220	970	0	19
2023.05.25	18:45:00	1.23222	1.23232	1.23178	1.23224	748	0	19
2023.05.25	19:00:00	1.23223	1.23253	1.23172	1.23194	519	0	19
2023.05.25	19:15:00	1.23195	1.23196	1.23164	1.23182	663	0	19
2023.05.25	19:30:00	1.23184	1.23206	1.23133	1.23135	656	0	19
2023.05.25	19:45:00	1.23134	1.23140	1.23082	1.23084	432	0	19
2023.05.25	20:00:00	1.23085	1.23203	1.23071	1.23194	531	0	19
2023.05.25	20:15:00	1.23195	1.23232	1.23156	1.23216	711	0	19
2023.05.25	20:30:00	1.23217	1.23247	1.23209	1.23245	725	0	19
2023.05.25	20:45:00	1.23245	1.23294	1.23234	1.23283	590	0	19
2023.05.25	21:00:00	1.23286	1.23320	1.23244	1.23254	700	0	19
2023.05.25	21:15:00	1.23253	1.23275	1.23212	1.23241	579	0	19
2023.05.25	21:30:00	1.23245	1.23246	1.23161	1.23169	647	0	19
2023.05.25	21:45:00	1.23165	1.23202	1.23153	1.23156	479	0	19
2023.05.25	22:00:00	1.23157	1.23193	1.23140	1.23141	676	0	19
2023.05.25	22:15:00	1.23141	1.23162	1.23110	1.23144	499	0	19
2023.05.25	22:30:00	1.23146	1.23159	1.23099	1.23145	748	0	19
2023.05.25	22:45:00	1.23145	1.23181	1.23129	1.23176	706	0	19
2023.05.25	23:00:00	1.23175	1.23207	1.23163	1.23185	413	0	19
2023.05.25	23:15:00	1.23189	1.23195	1.23180	1.23185	172	0	19
2023.05.25	23:30:00	1.23186	1.23209	1.23182	1.23184	175	0	19
2023.05.25	23:45:00	1.23185	1.23210	1.23175	1.23175	286	0	19
2023.05.26	00:00:00	1.23195	1.23229	1.23177	1.23206	52	0	76
2023.05.26	00:15:00	1.23206	1.23215	1.23150	1.23215	53	0	58
2023.05.26	00:30:00	1.23215	1.23221	1.23158	1.23177	36	0	73
2023.05.26	00:45:00	1.23194	1.23201	1.23179	1.23188	33	0	61
2023.05.26	01:00:00	1.23174	1.23224	1.23173	1.23195	276	0	25
2023.05.26	01:15:00	1.23209	1.23215	1.23187	1.23200	860	0	20
2023.05.26	01:30:00	1.23203	1.23213	1.23200	1.23211	558	0	21
2023.05.26	01:45:00	1.23212	1.23241	1.23206	1.23239	743	0	21
2023.05.26	02:00:00	1.23238	1.23238	1.23213	1.23235	396	0	20
2023.05.26	02:15:00	1.23235	1.23236	1.23225	1.23225	190	0	19
2023.05.26	02:30:00	1.23225	1.23225	1.23174	1.23178	325	0	21
2023.05.26	02:45:00	1.23179	1.23179	1.23154	1.23156	369	0	19
2023.05.26	03:00:00	1.23157	1.23178	1.23136	1.23157	523	0	19
2023.05.26	03:15:00	1.23155	1.23157	1.23102	1.23151	387	0	19
2023.05.26	03:30:00	1.23152	1.23196	1.23134	1.23154	480	0	19
2023.05.26	03:45:00	1.23154	1.23218	1.23117	1.23218	676	0	19
2023.05.26	04:00:00	1.23218	1.23281	1.23215	1.23264	808	0	19
2023.05.26	04:15:00	1.23263	1.23326	1.23211	1.23251	821	0	19
2023.05.26	04:30:00	1.23251	1.23266	1.23225	1.23249	543	0	19
2023.05.26	04:45:00	1.23246	1.23317	1.23243	1.23307	620	0	19
2023.05.26	05:00:00	1.23306	1.23361	1.23285	1.23295	476	0	19
2023.05.26	05:15:00	1.23295	1.23336	1.23289	1.23313	409	0	19
2023.05.26	05:30:00	1.23310	1.23323	1.23273	1.23275	358	0	19
2023.05.26	05:45:00	1.23274	1.23284	1.23248	1.23264	522	0	19
2023.05.26	06:00:00	1.23264	1.23285	1.23243	1.23265	382	0	19
2023.05.26	06:15:00	1.23262	1.23305	1.23258	1.23296	408	0	19
2023.05.26	06:30:00	1.23297	1.23298	1.23274	1.23286	457	0	19
2023.05.26	06:45:00	1.23286	1.23334	1.23269	1.23301	510	0	19
2023.05.26	07:00:00	1.23300	1.23352	1.23298	1.23337	378	0	19
2023.05.26	07:15:00	1.23338	1.23350	1.23323	1.23324	422	0	19
2023.05.26	07:30:00	1.23323	1.23346	1.23314	1.23345	501	0	19
