<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.07	11:00:00	1.09144	1.09145	1.09123	1.09135	101	0	16
2023.04.07	11:15:00	1.09132	1.09158	1.09132	1.09153	73	0	16
2023.04.07	11:30:00	1.09153	1.09169	1.09140	1.09145	101	0	16
2023.04.07	11:45:00	1.09144	1.09154	1.09141	1.09146	77	0	16
2023.04.07	12:00:00	1.09143	1.09143	1.09105	1.09137	140	0	16
2023.04.07	12:15:00	1.09138	1.09148	1.09124	1.09130	158	0	17
2023.04.07	12:30:00	1.09129	1.09144	1.09117	1.09142	188	0	16
2023.04.07	12:45:00	1.09141	1.09143	1.09126	1.09128	93	0	16
2023.04.07	13:00:00	1.09127	1.09136	1.09096	1.09131	110	0	16
2023.04.07	13:15:00	1.09131	1.09154	1.09126	1.09147	128	0	16
2023.04.07	13:30:00	1.09147	1.09182	1.09142	1.09167	112	0	16
2023.04.07	13:45:00	1.09167	1.09208	1.09161	1.09208	112	0	16
2023.04.07	14:00:00	1.09206	1.09206	1.09169	1.09190	138	0	16
2023.04.07	14:15:00	1.09188	1.09188	1.09167	1.09178	78	0	17
2023.04.07	14:30:00	1.09178	1.09178	1.09135	1.09138	121	0	16
2023.04.07	14:45:00	1.09140	1.09167	1.09132	1.09167	164	0	16
2023.04.07	15:00:00	1.09166	1.09166	1.09133	1.09140	322	0	16
2023.04.07	15:15:00	1.09141	1.09168	1.09068	1.09106	435	0	16
2023.04.07	15:30:00	1.09106	1.09115	1.08755	1.08940	2524	0	16
2023.04.07	15:45:00	1.08947	1.09099	1.08917	1.09026	1083	0	16
2023.04.07	16:00:00	1.09025	1.09072	1.09002	1.09002	703	0	16
2023.04.07	16:15:00	1.09004	1.09022	1.08957	1.09014	377	0	16
2023.04.07	16:30:00	1.09014	1.09035	1.08939	1.08948	301	0	16
2023.04.07	16:45:00	1.08947	1.08986	1.08927	1.08980	308	0	16
2023.04.07	17:00:00	1.08981	1.09064	1.08980	1.09064	243	0	16
2023.04.07	17:15:00	1.09063	1.09132	1.09062	1.09124	272	0	16
2023.04.07	17:30:00	1.09123	1.09140	1.09085	1.09136	428	0	16
2023.04.07	17:45:00	1.09137	1.09142	1.09109	1.09140	337	0	16
2023.04.07	18:00:00	1.09136	1.09148	1.09051	1.09053	399	0	16
2023.04.07	18:15:00	1.09054	1.09078	1.09054	1.09076	148	0	16
2023.04.07	18:30:00	1.09074	1.09078	1.09072	1.09076	69	0	16
2023.04.07	18:45:00	1.09076	1.09117	1.09075	1.09108	105	0	16
2023.04.07	19:00:00	1.09106	1.09117	1.09099	1.09110	146	0	16
2023.04.07	19:15:00	1.09111	1.09117	1.09095	1.09102	171	0	16
2023.04.07	19:30:00	1.09103	1.09113	1.09082	1.09109	98	0	16
2023.04.07	19:45:00	1.09108	1.09109	1.09080	1.09088	151	0	16
2023.04.07	20:00:00	1.09089	1.09095	1.09085	1.09092	103	0	16
2023.04.07	20:15:00	1.09093	1.09094	1.09089	1.09089	46	0	16
2023.04.07	20:30:00	1.09090	1.09094	1.09081	1.09085	69	0	16
2023.04.07	20:45:00	1.09083	1.09089	1.09072	1.09074	61	0	16
2023.04.07	21:00:00	1.09073	1.09079	1.09027	1.09037	182	0	16
2023.04.07	21:15:00	1.09036	1.09090	1.09035	1.09088	112	0	16
2023.04.07	21:30:00	1.09087	1.09087	1.09039	1.09069	275	0	16
2023.04.07	21:45:00	1.09068	1.09071	1.09055	1.09071	151	0	16
2023.04.07	22:00:00	1.09070	1.09074	1.09054	1.09063	105	0	16
2023.04.07	22:15:00	1.09065	1.09078	1.09062	1.09070	104	0	16
2023.04.07	22:30:00	1.09071	1.09074	1.09014	1.09052	177	0	16
2023.04.07	22:45:00	1.09051	1.09054	1.09033	1.09050	149	0	16
2023.04.07	23:00:00	1.09053	1.09086	1.09020	1.09031	163	0	16
2023.04.07	23:15:00	1.09042	1.09070	1.09026	1.09043	129	0	16
2023.04.07	23:30:00	1.09044	1.09063	1.09017	1.09036	135	0	16
2023.04.07	23:45:00	1.09035	1.09064	1.08994	1.09016	152	0	16
2023.04.10	00:00:00	1.09002	1.09059	1.09002	1.09012	78	0	16
2023.04.10	00:15:00	1.09016	1.09023	1.09013	1.09019	26	0	16
2023.04.10	00:30:00	1.09020	1.09028	1.09020	1.09026	30	0	16
2023.04.10	00:45:00	1.09027	1.09056	1.09022	1.09029	68	0	16
2023.04.10	01:00:00	1.09031	1.09108	1.09031	1.09080	391	0	16
2023.04.10	01:15:00	1.09079	1.09085	1.09070	1.09073	173	0	16
2023.04.10	01:30:00	1.09074	1.09106	1.09063	1.09092	356	0	16
2023.04.10	01:45:00	1.09091	1.09103	1.09066	1.09083	198	0	16
2023.04.10	02:00:00	1.09088	1.09096	1.09073	1.09077	227	0	16
2023.04.10	02:15:00	1.09078	1.09079	1.09059	1.09074	244	0	16
2023.04.10	02:30:00	1.09071	1.09128	1.09070	1.09100	202	0	16
2023.04.10	02:45:00	1.09101	1.09128	1.09100	1.09123	152	0	16
2023.04.10	03:00:00	1.09126	1.09138	1.09104	1.09117	312	0	16
2023.04.10	03:15:00	1.09116	1.09117	1.09054	1.09080	331	0	16
2023.04.10	03:30:00	1.09079	1.09087	1.09038	1.09053	242	0	16
2023.04.10	03:45:00	1.09054	1.09077	1.09027	1.09028	434	0	16
2023.04.10	04:00:00	1.09027	1.09060	1.09019	1.09049	408	0	16
2023.04.10	04:15:00	1.09048	1.09052	1.09001	1.09030	334	0	16
2023.04.10	04:30:00	1.09027	1.09027	1.08967	1.08988	329	0	16
2023.04.10	04:45:00	1.08987	1.09006	1.08967	1.08998	328	0	16
2023.04.10	05:00:00	1.08997	1.09023	1.08990	1.09013	269	0	16
2023.04.10	05:15:00	1.09009	1.09021	1.08997	1.09006	197	0	16
2023.04.10	05:30:00	1.09005	1.09013	1.08990	1.08998	212	0	16
2023.04.10	05:45:00	1.08999	1.09000	1.08977	1.08978	122	0	16
2023.04.10	06:00:00	1.08979	1.08988	1.08962	1.08984	121	0	16
2023.04.10	06:15:00	1.08983	1.09010	1.08981	1.09006	141	0	16
2023.04.10	06:30:00	1.09007	1.09008	1.08979	1.08987	122	0	16
2023.04.10	06:45:00	1.08986	1.08990	1.08970	1.08984	141	0	16
2023.04.10	07:00:00	1.08985	1.08986	1.08944	1.08960	169	0	16
2023.04.10	07:15:00	1.08963	1.08973	1.08951	1.08952	173	0	16
2023.04.10	07:30:00	1.08953	1.08999	1.08950	1.08984	177	0	16
2023.04.10	07:45:00	1.08983	1.08989	1.08954	1.08955	110	0	16
2023.04.10	08:00:00	1.08954	1.08955	1.08902	1.08929	216	0	16
2023.04.10	08:15:00	1.08928	1.08933	1.08909	1.08930	176	0	16
2023.04.10	08:30:00	1.08931	1.08967	1.08928	1.08946	295	0	16
2023.04.10	08:45:00	1.08942	1.08989	1.08936	1.08987	233	0	16
2023.04.10	09:00:00	1.08989	1.09006	1.08964	1.08966	320	0	16
2023.04.10	09:15:00	1.08967	1.08987	1.08946	1.08958	241	0	16
2023.04.10	09:30:00	1.08960	1.09016	1.08956	1.09013	321	0	16
2023.04.10	09:45:00	1.09012	1.09047	1.09001	1.09041	275	0	16
2023.04.10	10:00:00	1.09042	1.09097	1.09035	1.09080	526	0	16
2023.04.10	10:15:00	1.09079	1.09110	1.09064	1.09064	449	0	16
2023.04.10	10:30:00	1.09068	1.09088	1.09058	1.09082	347	0	16
2023.04.10	10:45:00	1.09078	1.09164	1.09070	1.09160	362	0	16
2023.04.10	11:00:00	1.09161	1.09165	1.09100	1.09136	475	0	16
2023.04.10	11:15:00	1.09133	1.09143	1.09103	1.09135	289	0	16
2023.04.10	11:30:00	1.09133	1.09140	1.09105	1.09117	228	0	16
2023.04.10	11:45:00	1.09116	1.09117	1.09079	1.09109	272	0	17
2023.04.10	12:00:00	1.09109	1.09111	1.09077	1.09101	297	0	16
2023.04.10	12:15:00	1.09106	1.09151	1.09091	1.09151	326	0	16
2023.04.10	12:30:00	1.09151	1.09157	1.09118	1.09124	339	0	16
2023.04.10	12:45:00	1.09124	1.09124	1.09036	1.09053	273	0	16
2023.04.10	13:00:00	1.09055	1.09093	1.09040	1.09086	323	0	16
2023.04.10	13:15:00	1.09085	1.09097	1.09057	1.09086	323	0	16
2023.04.10	13:30:00	1.09088	1.09101	1.09058	1.09082	459	0	16
2023.04.10	13:45:00	1.09081	1.09084	1.09054	1.09054	294	0	16
2023.04.10	14:00:00	1.09054	1.09073	1.08994	1.08995	397	0	16
2023.04.10	14:15:00	1.08995	1.09009	1.08924	1.08926	542	0	16
2023.04.10	14:30:00	1.08927	1.08967	1.08856	1.08966	720	0	16
2023.04.10	14:45:00	1.08967	1.08997	1.08874	1.08879	644	0	16
2023.04.10	15:00:00	1.08878	1.08904	1.08633	1.08684	1230	0	16
2023.04.10	15:15:00	1.08681	1.08695	1.08558	1.08610	1542	0	16
2023.04.10	15:30:00	1.08611	1.08712	1.08607	1.08668	1039	0	16
2023.04.10	15:45:00	1.08668	1.08670	1.08463	1.08480	1167	0	16
2023.04.10	16:00:00	1.08478	1.08552	1.08459	1.08520	1326	0	16
2023.04.10	16:15:00	1.08523	1.08564	1.08486	1.08520	800	0	16
2023.04.10	16:30:00	1.08519	1.08523	1.08392	1.08428	1091	0	16
2023.04.10	16:45:00	1.08423	1.08475	1.08371	1.08373	1117	0	16
2023.04.10	17:00:00	1.08364	1.08427	1.08314	1.08398	1079	0	16
2023.04.10	17:15:00	1.08398	1.08432	1.08328	1.08329	612	0	16
2023.04.10	17:30:00	1.08331	1.08341	1.08305	1.08341	623	0	16
2023.04.10	17:45:00	1.08340	1.08386	1.08326	1.08374	722	0	16
2023.04.10	18:00:00	1.08375	1.08443	1.08371	1.08428	836	0	16
2023.04.10	18:15:00	1.08429	1.08469	1.08405	1.08415	765	0	16
2023.04.10	18:30:00	1.08414	1.08427	1.08390	1.08409	410	0	16
2023.04.10	18:45:00	1.08410	1.08410	1.08364	1.08383	300	0	16
2023.04.10	19:00:00	1.08384	1.08405	1.08372	1.08397	425	0	16
2023.04.10	19:15:00	1.08397	1.08465	1.08396	1.08453	339	0	16
2023.04.10	19:30:00	1.08453	1.08504	1.08453	1.08500	298	0	16
2023.04.10	19:45:00	1.08502	1.08515	1.08466	1.08468	245	0	16
2023.04.10	20:00:00	1.08471	1.08529	1.08471	1.08527	344	0	16
2023.04.10	20:15:00	1.08525	1.08559	1.08521	1.08549	269	0	16
2023.04.10	20:30:00	1.08552	1.08554	1.08508	1.08508	173	0	16
2023.04.10	20:45:00	1.08513	1.08562	1.08501	1.08549	323	0	16
2023.04.10	21:00:00	1.08552	1.08567	1.08542	1.08562	249	0	16
2023.04.10	21:15:00	1.08564	1.08567	1.08543	1.08549	322	0	16
2023.04.10	21:30:00	1.08551	1.08554	1.08529	1.08540	308	0	16
2023.04.10	21:45:00	1.08539	1.08586	1.08536	1.08585	325	0	16
2023.04.10	22:00:00	1.08586	1.08591	1.08566	1.08569	378	0	16
2023.04.10	22:15:00	1.08569	1.08572	1.08542	1.08570	331	0	16
2023.04.10	22:30:00	1.08572	1.08605	1.08565	1.08604	396	0	16
2023.04.10	22:45:00	1.08602	1.08621	1.08598	1.08621	465	0	16
2023.04.10	23:00:00	1.08621	1.08621	1.08598	1.08617	180	0	16
2023.04.10	23:15:00	1.08615	1.08617	1.08585	1.08585	132	0	16
2023.04.10	23:30:00	1.08585	1.08607	1.08585	1.08596	102	0	16
2023.04.10	23:45:00	1.08597	1.08607	1.08585	1.08585	130	0	17
2023.04.11	00:00:00	1.08583	1.08601	1.08583	1.08596	52	0	48
2023.04.11	00:15:00	1.08593	1.08598	1.08581	1.08591	34	0	36
2023.04.11	00:30:00	1.08591	1.08601	1.08577	1.08585	152	0	29
2023.04.11	00:45:00	1.08585	1.08597	1.08575	1.08587	2666	0	31
2023.04.11	01:00:00	1.08591	1.08623	1.08589	1.08615	129	0	21
2023.04.11	01:15:00	1.08616	1.08649	1.08615	1.08629	138	0	19
2023.04.11	01:30:00	1.08630	1.08640	1.08625	1.08627	135	0	20
2023.04.11	01:45:00	1.08626	1.08647	1.08619	1.08638	81	0	20
2023.04.11	02:00:00	1.08641	1.08647	1.08629	1.08643	129	0	20
2023.04.11	02:15:00	1.08644	1.08670	1.08634	1.08670	104	0	16
2023.04.11	02:30:00	1.08668	1.08680	1.08668	1.08677	61	0	16
2023.04.11	02:45:00	1.08675	1.08690	1.08665	1.08679	107	0	17
2023.04.11	03:00:00	1.08681	1.08736	1.08679	1.08735	426	0	16
2023.04.11	03:15:00	1.08735	1.08753	1.08714	1.08714	351	0	16
2023.04.11	03:30:00	1.08714	1.08751	1.08712	1.08746	209	0	17
2023.04.11	03:45:00	1.08746	1.08780	1.08741	1.08767	293	0	16
2023.04.11	04:00:00	1.08766	1.08778	1.08693	1.08693	326	0	16
2023.04.11	04:15:00	1.08695	1.08737	1.08695	1.08710	357	0	16
2023.04.11	04:30:00	1.08705	1.08761	1.08662	1.08735	553	0	16
2023.04.11	04:45:00	1.08732	1.08781	1.08731	1.08774	355	0	16
2023.04.11	05:00:00	1.08772	1.08841	1.08767	1.08825	547	0	16
2023.04.11	05:15:00	1.08823	1.08844	1.08807	1.08816	294	0	16
2023.04.11	05:30:00	1.08816	1.08837	1.08791	1.08818	419	0	16
2023.04.11	05:45:00	1.08819	1.08822	1.08796	1.08816	296	0	16
2023.04.11	06:00:00	1.08815	1.08845	1.08804	1.08839	221	0	16
2023.04.11	06:15:00	1.08841	1.08868	1.08821	1.08837	365	0	16
2023.04.11	06:30:00	1.08838	1.08840	1.08797	1.08802	244	0	16
2023.04.11	06:45:00	1.08801	1.08820	1.08787	1.08806	204	0	16
2023.04.11	07:00:00	1.08807	1.08848	1.08807	1.08844	179	0	16
2023.04.11	07:15:00	1.08841	1.08844	1.08799	1.08815	229	0	16
2023.04.11	07:30:00	1.08816	1.08837	1.08816	1.08826	234	0	17
2023.04.11	07:45:00	1.08827	1.08834	1.08807	1.08816	254	0	16
2023.04.11	08:00:00	1.08814	1.08846	1.08814	1.08832	265	0	16
2023.04.11	08:15:00	1.08832	1.08872	1.08829	1.08866	288	0	16
2023.04.11	08:30:00	1.08867	1.08889	1.08852	1.08875	469	0	16
2023.04.11	08:45:00	1.08876	1.08935	1.08866	1.08934	471	0	16
2023.04.11	09:00:00	1.08933	1.08966	1.08904	1.08940	666	0	16
2023.04.11	09:15:00	1.08940	1.08944	1.08883	1.08888	686	0	16
2023.04.11	09:30:00	1.08890	1.08899	1.08832	1.08845	507	0	16
2023.04.11	09:45:00	1.08843	1.08845	1.08800	1.08835	511	0	16
2023.04.11	10:00:00	1.08835	1.08987	1.08826	1.08942	1357	0	16
2023.04.11	10:15:00	1.08943	1.09036	1.08923	1.08973	966	0	16
2023.04.11	10:30:00	1.08973	1.09027	1.08930	1.09008	1030	0	16
2023.04.11	10:45:00	1.09010	1.09036	1.08939	1.08947	710	0	16
2023.04.11	11:00:00	1.08945	1.09054	1.08935	1.09052	642	0	16
2023.04.11	11:15:00	1.09052	1.09074	1.09008	1.09010	667	0	16
2023.04.11	11:30:00	1.09011	1.09032	1.08951	1.09015	683	0	16
2023.04.11	11:45:00	1.09016	1.09093	1.08990	1.09061	649	0	16
2023.04.11	12:00:00	1.09058	1.09130	1.09055	1.09078	772	0	16
2023.04.11	12:15:00	1.09078	1.09156	1.09078	1.09142	648	0	16
2023.04.11	12:30:00	1.09140	1.09189	1.09106	1.09107	705	0	16
2023.04.11	12:45:00	1.09108	1.09139	1.09082	1.09120	514	0	16
2023.04.11	13:00:00	1.09120	1.09148	1.09083	1.09141	713	0	16
2023.04.11	13:15:00	1.09140	1.09158	1.09085	1.09094	656	0	16
2023.04.11	13:30:00	1.09097	1.09164	1.09075	1.09164	544	0	16
2023.04.11	13:45:00	1.09162	1.09259	1.09153	1.09219	754	0	16
2023.04.11	14:00:00	1.09217	1.09234	1.09156	1.09178	644	0	16
2023.04.11	14:15:00	1.09178	1.09189	1.09106	1.09116	639	0	16
2023.04.11	14:30:00	1.09118	1.09120	1.09059	1.09066	656	0	16
2023.04.11	14:45:00	1.09066	1.09130	1.09041	1.09041	826	0	16
2023.04.11	15:00:00	1.09039	1.09090	1.09029	1.09083	746	0	16
2023.04.11	15:15:00	1.09082	1.09117	1.09013	1.09059	624	0	16
2023.04.11	15:30:00	1.09061	1.09134	1.09061	1.09116	862	0	16
2023.04.11	15:45:00	1.09115	1.09172	1.09110	1.09110	804	0	16
2023.04.11	16:00:00	1.09111	1.09131	1.09065	1.09120	759	0	16
2023.04.11	16:15:00	1.09122	1.09207	1.09116	1.09197	892	0	16
2023.04.11	16:30:00	1.09196	1.09211	1.09150	1.09153	1228	0	16
2023.04.11	16:45:00	1.09152	1.09233	1.09140	1.09205	891	0	16
2023.04.11	17:00:00	1.09207	1.09272	1.09207	1.09238	1076	0	16
2023.04.11	17:15:00	1.09238	1.09258	1.09194	1.09197	736	0	16
2023.04.11	17:30:00	1.09195	1.09223	1.09137	1.09140	624	0	16
2023.04.11	17:45:00	1.09141	1.09168	1.09101	1.09104	967	0	16
2023.04.11	18:00:00	1.09103	1.09154	1.09080	1.09106	890	0	16
2023.04.11	18:15:00	1.09105	1.09147	1.09089	1.09118	528	0	16
2023.04.11	18:30:00	1.09121	1.09132	1.09074	1.09096	371	0	16
2023.04.11	18:45:00	1.09096	1.09096	1.09024	1.09041	374	0	16
2023.04.11	19:00:00	1.09041	1.09061	1.09017	1.09054	423	0	16
2023.04.11	19:15:00	1.09053	1.09054	1.08976	1.09000	377	0	16
2023.04.11	19:30:00	1.09002	1.09020	1.08973	1.09002	442	0	16
2023.04.11	19:45:00	1.09002	1.09014	1.08967	1.08980	314	0	16
2023.04.11	20:00:00	1.08980	1.08994	1.08953	1.08955	352	0	16
2023.04.11	20:15:00	1.08955	1.08990	1.08954	1.08989	148	0	16
2023.04.11	20:30:00	1.08990	1.09056	1.08990	1.09045	331	0	16
2023.04.11	20:45:00	1.09046	1.09098	1.09045	1.09094	280	0	16
2023.04.11	21:00:00	1.09096	1.09109	1.09080	1.09081	368	0	16
2023.04.11	21:15:00	1.09080	1.09087	1.09049	1.09060	258	0	16
2023.04.11	21:30:00	1.09061	1.09064	1.09032	1.09039	166	0	16
2023.04.11	21:45:00	1.09039	1.09077	1.09033	1.09065	204	0	16
2023.04.11	22:00:00	1.09069	1.09108	1.09065	1.09107	273	0	16
2023.04.11	22:15:00	1.09108	1.09139	1.09105	1.09132	270	0	16
2023.04.11	22:30:00	1.09131	1.09160	1.09116	1.09127	344	0	16
2023.04.11	22:45:00	1.09126	1.09134	1.09094	1.09132	400	0	16
2023.04.11	23:00:00	1.09131	1.09148	1.09128	1.09138	95	0	16
2023.04.11	23:15:00	1.09136	1.09145	1.09112	1.09119	82	0	16
2023.04.11	23:30:00	1.09121	1.09128	1.09117	1.09121	43	0	16
2023.04.11	23:45:00	1.09120	1.09123	1.09114	1.09120	107	0	17
2023.04.12	00:00:00	1.09103	1.09121	1.09057	1.09081	53	0	41
2023.04.12	00:15:00	1.09081	1.09111	1.09079	1.09104	43	0	42
2023.04.12	00:30:00	1.09106	1.09126	1.09100	1.09116	55	0	32
2023.04.12	00:45:00	1.09116	1.09120	1.09095	1.09102	41	0	27
2023.04.12	01:00:00	1.09112	1.09150	1.09112	1.09143	141	0	16
2023.04.12	01:15:00	1.09145	1.09150	1.09138	1.09142	90	0	19
2023.04.12	01:30:00	1.09143	1.09162	1.09142	1.09159	46	0	20
2023.04.12	01:45:00	1.09159	1.09166	1.09154	1.09159	87	0	18
2023.04.12	02:00:00	1.09160	1.09160	1.09139	1.09146	137	0	19
2023.04.12	02:15:00	1.09143	1.09151	1.09135	1.09142	120	0	18
2023.04.12	02:30:00	1.09141	1.09157	1.09137	1.09154	124	0	17
2023.04.12	02:45:00	1.09154	1.09162	1.09151	1.09153	84	0	18
2023.04.12	03:00:00	1.09155	1.09172	1.09137	1.09156	323	0	16
2023.04.12	03:15:00	1.09156	1.09164	1.09144	1.09147	143	0	17
2023.04.12	03:30:00	1.09149	1.09202	1.09149	1.09179	170	0	16
2023.04.12	03:45:00	1.09179	1.09267	1.09178	1.09244	400	0	16
2023.04.12	04:00:00	1.09245	1.09252	1.09205	1.09210	215	0	16
2023.04.12	04:15:00	1.09213	1.09247	1.09211	1.09244	226	0	17
2023.04.12	04:30:00	1.09242	1.09279	1.09234	1.09259	209	0	16
2023.04.12	04:45:00	1.09262	1.09262	1.09231	1.09253	257	0	16
2023.04.12	05:00:00	1.09253	1.09266	1.09234	1.09248	260	0	16
2023.04.12	05:15:00	1.09251	1.09255	1.09216	1.09219	293	0	16
2023.04.12	05:30:00	1.09218	1.09246	1.09203	1.09233	204	0	16
2023.04.12	05:45:00	1.09232	1.09232	1.09161	1.09182	255	0	16
2023.04.12	06:00:00	1.09181	1.09208	1.09157	1.09207	211	0	16
2023.04.12	06:15:00	1.09207	1.09207	1.09179	1.09207	171	0	16
2023.04.12	06:30:00	1.09208	1.09247	1.09207	1.09244	164	0	16
2023.04.12	06:45:00	1.09244	1.09244	1.09226	1.09233	194	0	16
2023.04.12	07:00:00	1.09232	1.09259	1.09215	1.09256	209	0	16
2023.04.12	07:15:00	1.09255	1.09269	1.09250	1.09269	124	0	16
2023.04.12	07:30:00	1.09269	1.09269	1.09247	1.09267	85	0	16
2023.04.12	07:45:00	1.09266	1.09277	1.09244	1.09247	90	0	16
2023.04.12	08:00:00	1.09248	1.09268	1.09243	1.09248	138	0	16
2023.04.12	08:15:00	1.09249	1.09279	1.09245	1.09267	154	0	16
2023.04.12	08:30:00	1.09268	1.09312	1.09259	1.09304	135	0	16
2023.04.12	08:45:00	1.09305	1.09348	1.09293	1.09347	223	0	16
2023.04.12	09:00:00	1.09348	1.09364	1.09257	1.09268	495	0	16
2023.04.12	09:15:00	1.09268	1.09268	1.09157	1.09167	403	0	16
2023.04.12	09:30:00	1.09166	1.09188	1.09151	1.09187	625	0	16
2023.04.12	09:45:00	1.09185	1.09266	1.09185	1.09258	625	0	16
2023.04.12	10:00:00	1.09258	1.09332	1.09250	1.09277	971	0	16
2023.04.12	10:15:00	1.09280	1.09303	1.09203	1.09214	681	0	16
2023.04.12	10:30:00	1.09214	1.09246	1.09184	1.09245	675	0	16
2023.04.12	10:45:00	1.09244	1.09291	1.09238	1.09257	592	0	16
2023.04.12	11:00:00	1.09256	1.09292	1.09228	1.09272	697	0	16
2023.04.12	11:15:00	1.09272	1.09285	1.09190	1.09203	490	0	16
2023.04.12	11:30:00	1.09205	1.09235	1.09171	1.09215	521	0	16
2023.04.12	11:45:00	1.09217	1.09251	1.09180	1.09229	436	0	16
2023.04.12	12:00:00	1.09225	1.09256	1.09213	1.09241	502	0	16
2023.04.12	12:15:00	1.09242	1.09262	1.09210	1.09232	380	0	16
2023.04.12	12:30:00	1.09235	1.09261	1.09198	1.09260	399	0	16
2023.04.12	12:45:00	1.09260	1.09284	1.09240	1.09270	440	0	16
2023.04.12	13:00:00	1.09272	1.09351	1.09261	1.09308	535	0	16
2023.04.12	13:15:00	1.09302	1.09313	1.09237	1.09239	314	0	16
2023.04.12	13:30:00	1.09248	1.09302	1.09241	1.09270	442	0	16
2023.04.12	13:45:00	1.09268	1.09303	1.09236	1.09237	438	0	16
2023.04.12	14:00:00	1.09238	1.09252	1.09209	1.09220	511	0	16
2023.04.12	14:15:00	1.09221	1.09259	1.09213	1.09258	579	0	16
2023.04.12	14:30:00	1.09258	1.09300	1.09243	1.09259	380	0	16
2023.04.12	14:45:00	1.09260	1.09262	1.09200	1.09216	539	0	16
2023.04.12	15:00:00	1.09219	1.09232	1.09188	1.09215	664	0	16
2023.04.12	15:15:00	1.09216	1.09263	1.09209	1.09214	789	0	16
2023.04.12	15:30:00	1.09215	1.09891	1.09191	1.09715	4096	0	16
2023.04.12	15:45:00	1.09713	1.09780	1.09612	1.09632	2028	0	16
2023.04.12	16:00:00	1.09634	1.09756	1.09573	1.09732	1731	0	16
2023.04.12	16:15:00	1.09731	1.09832	1.09715	1.09773	1355	0	16
2023.04.12	16:30:00	1.09773	1.09871	1.09691	1.09713	1830	0	16
2023.04.12	16:45:00	1.09714	1.09783	1.09638	1.09739	1898	0	16
2023.04.12	17:00:00	1.09741	1.09931	1.09715	1.09930	1884	0	16
2023.04.12	17:15:00	1.09931	1.09991	1.09871	1.09920	1483	0	16
2023.04.12	17:30:00	1.09921	1.09949	1.09815	1.09898	1584	0	16
2023.04.12	17:45:00	1.09897	1.09952	1.09748	1.09753	1974	0	16
2023.04.12	18:00:00	1.09750	1.09789	1.09694	1.09733	1461	0	16
2023.04.12	18:15:00	1.09737	1.09797	1.09721	1.09791	787	0	16
2023.04.12	18:30:00	1.09788	1.09791	1.09740	1.09776	573	0	16
2023.04.12	18:45:00	1.09773	1.09868	1.09772	1.09858	610	0	16
2023.04.12	19:00:00	1.09858	1.09947	1.09842	1.09936	737	0	16
2023.04.12	19:15:00	1.09936	1.09947	1.09923	1.09923	376	0	16
2023.04.12	19:30:00	1.09924	1.09936	1.09887	1.09899	375	0	16
2023.04.12	19:45:00	1.09900	1.09955	1.09900	1.09952	421	0	16
2023.04.12	20:00:00	1.09953	1.09966	1.09916	1.09948	655	0	16
2023.04.12	20:15:00	1.09950	1.09970	1.09948	1.09958	324	0	16
2023.04.12	20:30:00	1.09959	1.09981	1.09939	1.09969	281	0	16
2023.04.12	20:45:00	1.09967	1.09974	1.09921	1.09921	260	0	16
2023.04.12	21:00:00	1.09913	1.09991	1.09904	1.09982	1037	0	16
2023.04.12	21:15:00	1.09983	1.09996	1.09884	1.09900	667	0	16
2023.04.12	21:30:00	1.09899	1.09951	1.09892	1.09945	543	0	16
2023.04.12	21:45:00	1.09945	1.09955	1.09897	1.09938	515	0	16
2023.04.12	22:00:00	1.09936	1.09957	1.09917	1.09929	449	0	16
2023.04.12	22:15:00	1.09928	1.09928	1.09879	1.09882	545	0	16
2023.04.12	22:30:00	1.09884	1.09919	1.09878	1.09885	584	0	16
2023.04.12	22:45:00	1.09885	1.09904	1.09858	1.09874	477	0	16
2023.04.12	23:00:00	1.09878	1.09887	1.09858	1.09887	159	0	16
2023.04.12	23:15:00	1.09888	1.09893	1.09866	1.09867	152	0	16
2023.04.12	23:30:00	1.09867	1.09903	1.09867	1.09896	103	0	16
2023.04.12	23:45:00	1.09897	1.09908	1.09881	1.09881	166	0	16
2023.04.13	00:00:00	1.09890	1.09903	1.09872	1.09894	35	0	33
2023.04.13	00:15:00	1.09894	1.09903	1.09892	1.09898	64	0	30
2023.04.13	00:30:00	1.09896	1.09902	1.09882	1.09902	49	0	28
2023.04.13	00:45:00	1.09902	1.09911	1.09902	1.09911	25	0	27
2023.04.13	01:00:00	1.09910	1.09917	1.09897	1.09901	133	0	18
2023.04.13	01:15:00	1.09903	1.09904	1.09884	1.09899	274	0	18
2023.04.13	01:30:00	1.09900	1.09932	1.09900	1.09928	114	0	16
2023.04.13	01:45:00	1.09927	1.09941	1.09916	1.09941	76	0	19
2023.04.13	02:00:00	1.09940	1.09948	1.09924	1.09947	159	0	17
2023.04.13	02:15:00	1.09948	1.09957	1.09937	1.09948	223	0	17
2023.04.13	02:30:00	1.09947	1.09958	1.09944	1.09958	211	0	17
2023.04.13	02:45:00	1.09959	1.09987	1.09959	1.09960	238	0	16
2023.04.13	03:00:00	1.09960	1.09960	1.09870	1.09913	403	0	16
2023.04.13	03:15:00	1.09912	1.09967	1.09900	1.09960	263	0	16
2023.04.13	03:30:00	1.09961	1.09993	1.09961	1.09986	287	0	16
2023.04.13	03:45:00	1.09985	1.10042	1.09964	1.10013	680	0	16
